id,arabic,translate_id,narator,hadith_scholar,source,hadith_no,level_of_hadith
422,مَن أنْفَقَ زَوْجَيْنِ مِن شيءٍ مِنَ الأشْياءِ في سَبيلِ اللَّهِ، دُعِيَ مِن أبْوابِ، - يَعْنِي الجَنَّةَ، - يا عَبْدَ اللَّهِ هذا خَيْرٌ، فمَن كانَ مِن أهْلِ الصَّلاةِ دُعِيَ مِن بابِ الصَّلاةِ، ومَن كانَ مِن أهْلِ الجِهادِ دُعِيَ مِن بابِ الجِهادِ، ومَن كانَ مِن أهْلِ الصَّدَقَةِ دُعِيَ مِن بابِ الصَّدَقَةِ، ومَن كانَ مِن أهْلِ الصِّيامِ دُعِيَ مِن بابِ الصِّيامِ، وبابِ الرَّيّانِ، فقالَ أبو بَكْرٍ: ما علَى هذا الذي يُدْعَى مِن تِلكَ الأبْوابِ مِن ضَرُورَةٍ، وقالَ: هلْ يُدْعَى مِنْها كُلِّها أحَدٌ يا رَسولَ اللَّهِ؟ قالَ: نَعَمْ، وأَرْجُو أنْ تَكُونَ منهمْ يا أبا بَكْرٍ,"“Siapa yang berinfaq sedikit saja untuk dua kendaraan di jalan Allah, maka dia akan dipanggil dari pintu-pintu surga: wahai hamba Allah ini adalah hasil kebaikanmu! Jika ia ahli shalat, maka akan dipanggil dari babus shalah (pintu shalat), jika ia ahli jihad maka akan dipanggil dari babul jihad (pintu jihad), jika ia ahli sedekah maka akan dipanggil dari babus shadaqah (pintu sedekah), jika ia ahli puasa maka akan dipanggil dari pintu puasa atau babur rayyan (pintu ar Rayyan). Abu Bakar mengatakan: ""Tidak mengapa jika kita dipanggil dari salah satu pintu tersebut"". Ia lalu berkata: ""Tapi apakah ada orang yang dipanggil dari seluruh pintu tersebut wahai Rasulullah?”. Rasulullah menjawab, “Ada, dan aku berharap engkau  termasuk salah satu dari mereka""”",Abu Hurairah,Al Bukhari,Shahih Al Bukhari,3666,Shahih
423,ومَنْ أنْفَقَ زَوْجَيْنِ في سبيلِ اللهِ عزَّ و جلَّ فإنَّ لِلْجَنَّةِ ثَمانِيَةَ أبوابٍ يُدْخِلُهُ اللهُ عزَّ و جلَّ من أَيِّ بابٍ شاءَ مِنْها الجنةَ,"“Siapa yang berinfaq sedikit saja untuk dua kendaraan di jalan Allah 'azza wa jalla, maka ketahuilah di surga ada 8 pintu dan Allah memasukkan dia ke surga dari pintu yang ia inginkan”",Abu Umamah Al Bahili,Muhammad Nashiruddin Al Albani,As Silsilah Al Ahadits Ash Shahihah,2681,Shahih
424,مَن قالَ: أشْهَدُ أنْ لا إلَهَ إلَّا اللَّهُ وحْدَهُ لا شَرِيكَ له، وأنَّ مُحَمَّدًا عَبْدُهُ ورَسولُهُ، وأنَّ عِيسَى عبدُ اللهِ، وابنُ أمَتِهِ، وكَلِمَتُهُ ألْقاها إلى مَرْيَمَ ورُوحٌ منه، وأنَّ الجَنَّةَ حَقٌّ، وأنَّ النَّارَ حَقٌّ، أدْخَلَهُ اللَّهُ مِن أيِّ أبْوابِ الجَنَّةِ الثَّمانِيَةِ شاءَ,"“Barangsiapa yang mengucapkan: aku bersaksi bahwa tidak ada sesembahan yang berhak disembah kecuali Allah semata, tidak ada sekutu baginya, dan bersaksi bahwa Muhammad adalah hamba Allah dan utusan-Nya, dan bersaksi bahwa Isa adalah hamba Allah dan anak dari umat-Nya, dan ia adalah kalimat Allah yang diberikan kepada Maryam dan ruh dari-Nya, dan bersaksi bahwa surga itu benar adanya dan neraka itu benar adanya, maka Allah akan masukan ia ke surga dari delapan pintu surga yang mana saja”",Ubadah bin Shamit,Muslim bin Hajjaj,Shahih Muslim,28,Shahih
425,في الجنةِ بابٌ يُدْعَى الرَّيانُ ، يُدعَى لهُ الصائِمونَ ، فمَنْ كان من الصائِمينَ دخلَهُ ، ومَنْ دخلَهُ لا يَظمَأُ أبدًا,“Di surga ada pintu yang disebut dengan Ar Rayyan. Orang-orang yang puasa akan dipanggil untuk memasukinya. Siapa yang berpuasa akan memasuki pintu tersebut. Dan siapa yang memasukinya tidak akan kehausan selamanya.”,Sahl bin Sa'ad As Sa'idi,Muhammad Nashiruddin Al Albani,Shahih Jami' Ash Shaghir,4241,Shahih
426,فِي الجَنَّةِ ثَمَانِيَةُ أبْوَابٍ، فِيهَا بَابٌ يُسَمَّى الرَّيَّانَ، لا يَدْخُلُهُ إلَّا الصَّائِمُونَ,"“Di surga ada delapan pintu, diantaranya ada pintu yang dinamakan Ar Rayyan. Tidak ada yang bisa memasukinya kecuali orang-orang yang berpuasa”",Sahl bin Sa'ad As Sa'idi,Al Bukhari,Shahih Al Bukhari,3257,Shahih
427,لا تَقدَّموا الشهرَ بيَومٍ ولا يومينِ . إلا أن يوافقَ ذلكَ صومًا كانَ يصومُهُ أحدُكم ، صوموا لرؤيتِهِ وأفطِروا لرؤيتِهِ ، فإن غمَّ عليكُم فعدُّوا ثلاثينَ ثم أفطِروا,"“Janganlah kalian mendahulukan puasa Ramadhan dengan puasa sehari atau dua hari sebelumnya. Kecuali orang yang terbiasa puasa dan bertepatan dengan datangnya bulan Ramadhan. Berpuasalah karena melihat hilal dan berbukalah karena melihat hilal. Jika terhalangi oleh mendung, maka sempurnakanlah hitungan (bulan Ramadhan) menjadi 30 hari, lalu berbukalah.”",Abu Hurairah,Muhammad Nashiruddin Al Albani,Shahih At Tirmidzi,684,Shahih
428,صوموا لرُؤيتِهِ ، وأفطِروا لرؤيتِهِ ، فإن غُمَّ عليكُم فأكْمِلوا العِدَّةَ ثلاثينَ,"“Berpuasalah karena melihat hilal dan berbukalah karena melihat hilal. Jika terhalangi oleh mendung, maka sempurnakanlah hitungan (bulan Sya'ban) menjadi 30 hari.”",Abdullah bin Abbas,Muhammad Nashiruddin Al Albani,Shahih An Nasa'i,2123,Shahih
429,صُومُوا لِرُؤْيَتِهِ وأَفْطِرُوا لِرُؤْيَتِهِ، فإنْ غُمِّيَ عَلَيْكُمُ الشَّهْرُ فَعُدُّوا ثَلاثِينَ,"“Berpuasalah karena melihat hilal dan berbukalah karena melihat hilal. Jika kalian terhalangi oleh mendung, maka sempurnakanlah hitungan (bulan Sya'ban) menjadi 30 hari.”",Abu Hurairah,Muslim bin Hajjaj,Shahih Muslim,1081b,Shahih
430,صُومُوا لِرُؤْيَتِهِ وأَفْطِرُوا لِرُؤْيَتِهِ، فإنْ غُمِّيَ علَيْكُم فأكْمِلُوا العَدَدَ,"“Berpuasalah karena melihat hilal dan berbukalah karena melihat hilal. Jika kalian terhalangi oleh mendung, maka sempurnakanlah hitungan (bulan Sya'ban)”",Abu Hurairah,Muslim bin Hajjaj,Shahih Muslim,1081,Shahih
431,صُومُوا لِرُؤْيَتِهِ وأَفْطِرُوا لِرُؤْيَتِهِ، فإنْ غُبِّيَ علَيْكُم فأكْمِلُوا عِدَّةَ شَعْبَانَ ثَلَاثِينَ,"“Berpuasalah karena melihat hilal dan berbukalah karena melihat hilal. Jika kalian terhalangi (oleh mendung), maka sempurnakanlah hitungan bulan Sya'ban menjadi 30 hari.”",Abu Hurairah,Al Bukhari,Shahih Al Bukhari,1909,Shahih
432,الدِّينُ النَّصِيحَةُ . قُلْنَا لِمَنْ قَالَ : لِلَّهِ وَلِكِتَابِهِ وَلِرَسُولِهِ وَلأَئِمَّةِ الْمُسْلِمِينَ وَعَامَّتِهِمْ,"“Agama adalah nasehat. Kami berkata, “Kepada siapa?” Beliau menjawab, “Kepada Allah, kepada kitab-Nya, kepada Rasul-Nya dan kepada pemimpin kaum muslimin serta kaum muslimin secara umum.””",Tamim Ad Dari,Muslim bin Hajjaj,Shahih Muslim,5,Shahih
433,تُعْرَضُ الأعْمالُ في كُلِّ يَومِ خَمِيسٍ واثْنَيْنِ، فَيَغْفِرُ اللَّهُ عزَّ وجلَّ في ذلكَ اليَومِ، لِكُلِّ امْرِئٍ لا يُشْرِكُ باللَّهِ شيئًا، إلَّا امْرَءًا كانَتْ بيْنَهُ وبيْنَ أخِيهِ شَحْناءُ، فيُقالُ: ارْكُوا هَذَيْنِ حتَّى يَصْطَلِحا، ارْكُوا هَذَيْنِ حتَّى يَصْطَلِحا,"“Catatan amalan dibuka pada hari Senin dan Kamis. Maka Allah 'azza wa jalla akan mengampuni semua hamba di hari tersebut, yaitu setiap orang yang tidak menyekutukan Allah dengan sesuatupun. Kecuali orang yang memiliki permusuhan dengan saudaranya. Maka dikatakan: 'Tangguhkan oleh kalian kedua orang ini, sampai keduanya berdamai. Tangguhkan oleh kalian kedua orang ini, sampai keduanya berdamai'”",Abu Hurairah,Muslim bin Hajjaj,Shahih Muslim,2565b,Shahih
434,تُفْتَحُ أبْوابُ الجَنَّةِ يَومَ الإثْنَيْنِ، ويَومَ الخَمِيسِ، فيُغْفَرُ لِكُلِّ عَبْدٍ لا يُشْرِكُ باللَّهِ شيئًا، إلَّا رَجُلًا كانَتْ بيْنَهُ وبيْنَ أخِيهِ شَحْناءُ، فيُقالُ: أنْظِرُوا هَذَيْنِ حتَّى يَصْطَلِحا، أنْظِرُوا هَذَيْنِ حتَّى يَصْطَلِحا، أنْظِرُوا هَذَيْنِ حتَّى يَصْطَلِحا,"“Pintu-pintu surga dibuka pada hari Senin dan Kamis. Maka akan diampuni semua hamba yang tidak menyekutukan Allah dengan sesuatupun, kecuali dua orang laki-laki yang terdapat permusuhan antara dia dengan saudaranya. Maka dikatakan: 'Tangguhkan oleh kalian kedua orang ini, sampai keduanya berdamai. Tangguhkan oleh kalian kedua orang ini, sampai keduanya berdamai. Tangguhkan oleh kalian kedua orang ini, sampai keduanya berdamai'”",Abu Hurairah,Muslim bin Hajjaj,Shahih Muslim,2565,Shahih
435,اتَّقِ اللَّهِ حيثُ ما كنتَ ، وأتبعِ السَّيِّئةَ الحسنةَ تمحُها ، وخالقِ النَّاسَ بخلقٍ حسنٍ,"“Bertakwalah kepada Allah dimanapun engkau berada, dan hendaknya setelah melakukan kejelekan engkau melakukan kebaikan yang dapat menghapusnya. Serta bergaulah dengan orang lain dengan akhlak yang baik”",Abu Dzar Al Ghifari,Abu Isa At Tirmidzi,Sunan At Tirmidzi,1987,Hadits hasan shahih
436,لاَ تَبْدَءُوا الْيَهُودَ وَلاَ النَّصَارَى بِالسَّلاَمِ,“Janganlah kalian mendahului Yahudi dan Nashara dalam mengucapkan salam”,Abu Hurairah,Muslim bin Hajjaj,Shahih Muslim,2167,Shahih
437,والمسلمونَ على شروطِهمْ إلَّا شرطًا حرَّمَ حلالَا أوْ أحلَّ حرامًا,"“Kaum Muslimin wajib memenuhi apa yang mereka persyaratkan, kecuali syarat yang mengharamkan yang halal dan menghalalkan yang haram”",Kakeknya 'Amr bin Syu'aib,Abu Isa At Tirmidzi,Sunan At Tirmidzi,1352,Hasan shahih
438,مَن بَنى للهِ مَسجِدًا؛ بُنيَ له بَيتٌ أَوسعُ منه في الجنَّةِ,"“Barangsiapa yang membangun masjid karena Allah, maka Allah akan membangunkan baginya rumah di surga yang lebih luas dari masjid tersebut”",Abdullah bin 'Amr bin Al Ash,Syu'aib Al Arnauth,Takhrij Musnad Ahmad,7056,"Shahih jika tanpa lafadz ""yang lebih luas  dari masjid tersebut"""
439,إنَّكُمْ قدْ أكْثَرْتُمْ، وإنِّي سَمِعْتُ رَسولَ اللهِ صَلَّى اللَّهُ عليه وسلَّمَ يقولُ: مَن بَنَى مَسْجِدًا لِلَّهِ تَعَالَى، قالَ بُكَيْرٌ: حَسِبْتُ أنَّه قالَ: يَبْتَغِي به وجْهَ اللهِ، بَنَى اللَّهُ له بَيْتًا في الجَنَّةِ,"“Sungguh jumlah kalian telah banyak. Dan aku pernah mendengar Rasulullah Shallallahu'alaihi Wasallam bersabda: ""Barangsiapa yang membangun masjid karena Allah Ta'ala (Bukair [salah seorang perawi] berkata: nampaknya beliau [Utsman juga mengatakan] : karena mengharapkan wajah Allah), maka Allah akan membangunkan baginya rumah (istana) di surga""”",Utsman bin Affan,Muslim bin Hajjaj,Shahih Muslim,533,Shahih
440,اللَّهُمَّ إِنِّي أَسْأَلُكَ الْهُدَى وَالتُّقَى وَالْعَفَافَ وَالْغِنَى,"“Ya Allah, aku memohon kepada-Mu petunjuk, ketaqwaan, keterjagaan, dan kecukupan”",Abdullah bin Mas'ud,Muslim bin Hajjaj,Shahih Muslim,2721,Shahih
441,شَرُّ مَا فِي رَجُلٍ شُحٌّ هَالِعٌ وَجُبْنٌ خَالِعٌ,“Seburuk-buruk sifat yang ada pada seseorang adalah sifat pelit yang sangat pelit dan sifat pengecut yang sangat pengecut”,Abu Hurairah,Muhammad Nashiruddin Al Albani,Shahih Abu Daud,2511,Shahih
442,مَن صَلَّى صَلاةً لَمْ يَقْرأْ فيها بفاتِحَةِ الكِتابِ، فَهي خِداجٌ يقولُها ثَلاثًا بمِثْلِ حَديثِهِمْ,“Orang yang shalat dan tidak membaca Faatihatul Kitaab (surat Al Fatihah) maka itu sekedar tipu daya. Nabi ucapkan ini tiga kali dengan perkataan yang semisal.”,Abu Hurairah,Muslim bin Hajjaj,Shahih Muslim,395,Shahih
443,لا صلاةَ لمن لم يقرأْ بفاتحةِ الكتابِ,“Tidak ada shalat bagi orang yang tidak membaca Faatihatul Kitaab (surat Al Fatihah)”,Ubadah bin Shamit,Muslim bin Hajjaj,Shahih Muslim,394,Shahih
444,لا صلاةَ لمن لم يقرأْ بفاتحةِ الكتابِ,“Tidak ada shalat bagi orang yang tidak membaca Faatihatul Kitaab (surat Al Fatihah)”,Ubadah bin Shamit,Al Bukhari,Shahih Al Bukhari,756,Shahih
445,أنا فرَطُكم على الحَوْضِ، فمن ورَدَ أفلَحَ، ويُؤتَى بأقوامٍ، فيُؤخَذُ بهم ذاتَ الشمالِ، فأقولُ: أيْ ربِّ، فيقالُ: ما زالوا بعدَكَ يَرتدُّونَ على أعقابِهم,"“Aku akan mendahului kalian di al haudh (telaga) kelak. Siapa yang sampai di telaga tersebut, ia pasti beruntung. Dan akan ditunjukkan kepadaku sekelompok orang, namun mereka dihalau ke sisi sebelah kiri. Aku pun berkata: wahai Rabb (ini kaumku). Allah berfirman: mereka adalah orang-orang yang murtad sepeninggalmu”",Abdullah bin Abbas,Syu'aib Al Arnauth,Takhrij Musnad Ahmad,2327,Shahih
446,أَنَا فَرَطُكُمْ علَى الحَوْضِ، مَن وَرَدَ شَرِبَ، وَمَن شَرِبَ لَمْ يَظْمَأْ أَبَدًا، وَلَيَرِدَنَّ عَلَيَّ أَقْوَامٌ أَعْرِفُهُمْ وَيَعْرِفُونِي، ثُمَّ يُحَالُ بَيْنِي وبيْنَهُمْ,"“Aku akan mendahului kalian di al haudh (telaga) kelak. Siapa yang sampai di telaga tersebut, ia pasti bisa minum air dari telaga. Siapa yang minum dari telaga tersebut, ia tidak akan pernah kehausan lagi. Dan akan ditunjukkan kepadaku sekelompok orang yang aku kenali, dan mereka mengenali aku. Namun kemudian terdapat penghalang antara aku dan mereka.”",Sahl bin Sa'ad As Sa'idi,Muslim bin Hajjaj,Shahih Muslim,2290,Shahih
447,أنا فَرَطُكُمْ علَى الحَوْضِ,“Aku akan mendahului kalian di al haudh (telaga) kelak”,Jundub bin Abdillah,Muslim bin Hajjaj,Shahih Muslim,2289,Shahih
448,أنا فَرَطُكُمْ علَى الحَوْضِ,“Aku akan mendahului kalian di al haudh (telaga) kelak”,Jundub bin Abdillah,Al Bukhari,Shahih Al Bukhari,6589,Shahih
449,أنا فَرَطُكُمْ علَى الحَوْضِ,“Aku akan mendahului kalian di al haudh (telaga) kelak”,Abdullah bin Mas'ud,Al Bukhari,Shahih Al Bukhari,6575,Shahih
450,أنا فَرَطُكُمْ علَى الحَوْضِ، ولَيُرْفَعَنَّ مَعِي رِجالٌ مِنكُم ثُمَّ لَيُخْتَلَجُنَّ دُونِي، فأقُولُ: يا رَبِّ أصْحابِي، فيُقالُ: إنَّكَ لا تَدْرِي ما أحْدَثُوا بَعْدَكَ,"“Aku akan mendahului kalian di al haudh (telaga). Dinampakkan di hadapanku beberapa orang di antara kalian, kemudian mereka dijauhkan dariku (diusir). Aku lantas berkata, ‘Wahai Rabbku, ini adalah umatku’. Lalu Allah berfirman, ‘Engkau tidak mengetahui bid’ah yang mereka buat sesudahmu'”",Abdullah bin Mas'ud,Al Bukhari,Shahih Al Bukhari,6576,Shahih
451,أَنَا فَرَطُكُمْ عَلَى الْحَوْضِ ، لَيُرْفَعَنَّ إِلَىَّ رِجَالٌ مِنْكُمْ حَتَّى إِذَا أَهْوَيْتُ لأُنَاوِلَهُمُ اخْتُلِجُوا دُونِى فَأَقُولُ أَىْ رَبِّ أَصْحَابِى . يَقُولُ لاَ تَدْرِى مَا أَحْدَثُوا بَعْدَكَ,"“Aku akan mendahului kalian di al haudh (telaga). Dinampakkan di hadapanku beberapa orang di antara kalian. Ketika aku akan mengambilkan (minuman) untuk mereka dari al haudh, mereka dijauhkan dariku. Aku lantas berkata, ‘Wahai Rabbku, ini adalah umatku.’ Lalu Allah berfirman, ‘Engkau sebenarnya tidak mengetahui bid’ah yang mereka buat sesudahmu'”",Abdullah bin Mas'ud,Al Bukhari,Shahih Al Bukhari,7049,Shahih
452,جُعِلَت لي الأرضُ مسجدًا وطَهورًا,“Dijadikan bumi sebagai tempat ibadah dan media untuk bersuci bagiku”,Abu Hurairah,Muhammad Nashiruddin Al Albani,Shahih Ibnu Majah,465,Shahih
453,إنَّ من شرارِ الناسِ من تُدركُه الساعةُ وهم أحياءٌ ، ومن يتَّخِذِ القبورَ مساجدَ,“Seburuk-buruk manusia adalah yang mendapati hari Kiamat dalam keadaan masih hidup dan orang yang membangun tempat ibadah di kuburan”,Abdullah bin Mas'ud,Muhammad Nashiruddin Al Albani,Tahdzirus Sajid,26,Shahih
454,عن أنسٍ أنَّه دخل مسجدًا قد صلَّوْا فيه ، فأمر رجلًا فأذَّن بهم وأقامَ فصلَّى بهم جماعةً,"“Dari Anas bin Malik, bahwasanya beliau masuk ke sebuah masjid yang telah selesai menunaikan shalat berjama'ah. Lalu Anas pun memerintahkan seseorang untuk adzan dan iqamah, kemudian mereka shalat secara berjama'ah”",Anas bin Malik,Muhammad Nashiruddin Al Albani,Tamamul Minnah,155,"Diriwayatkan secara mu'allaq oleh Al Bukhari, namun diriwayatkan secara maushul oleh Al Baihaqi dengan sanad yang shahih"
455,عَنِ النبيِّ صَلَّى اللهُ عليه وسلَّمَ قالَ في مَرَضِهِ الذي ماتَ فِيهِ: لَعَنَ اللَّهُ اليَهُودَ والنَّصارَى، اتَّخَذُوا قُبُورَ أنْبِيائِهِمْ مَسْجِدًا، قالَتْ: ولَوْلا ذلكَ لَأَبْرَزُوا قَبْرَهُ غيرَ أنِّي أخْشَى أنْ يُتَّخَذَ مَسْجِدًا,"“Dari Nabi Shallallahu’alaihi Wasallam, beliau bersabda ketika sakit menjelang wafatnya: ""Allah melaknat Yahudi dan Nasrani yang menjadikan kuburan Nabi mereka sebagai tempat ibadah"". Aisyah berkata: ""Andai bukan karena sabda beliau ini, tentu akan aku nampakkan (dibuka untuk umum) kuburan beliau, namun beliau khawatir kuburnya dijadikan tempat ibadah""”",Aisyah,Al Bukhari,Shahih Al Bukhari,1330,Shahih
456,قَالَ النبيُّ صَلَّى اللهُ عليه وسلَّمَ في مَرَضِهِ الذي لَمْ يَقُمْ منه: لَعَنَ اللَّهُ اليَهُودَ اتَّخَذُوا قُبُورَ أنْبِيَائِهِمْ مَسَاجِدَ، قَالَتْ عَائِشَةُ: لَوْلَا ذلكَ لَأُبْرِزَ قَبْرُهُ خَشِيَ أنْ يُتَّخَذَ مَسْجِدًا,"“Nabi Shallallahu’alaihi Wasallam bersabda ketika sakit menjelang wafatnya: ""Allah melaknat Yahudi dan Nasrani yang menjadikan kuburan Nabi mereka sebagai tempat ibadah"". Aisyah berkata: ""Andai bukan karena sabda beliau ini, tentu akan aku nampakkan (dibuka untuk umum) kuburan beliau, namun beliau khawatir kuburnya dijadikan tempat ibadah""”",Aisyah,Al Bukhari,Shahih Al Bukhari,4441,Shahih
457,قالَ رَسولُ اللهِ صَلَّى اللَّهُ عليه وسلَّمَ في مَرَضِهِ الذي لَمْ يَقُمْ منه: لَعَنَ اللَّهُ اليَهُودَ والنَّصَارَى، اتَّخَذُوا قُبُورَ أنْبِيَائِهِمْ مَسَاجِدَ قالَتْ: فَلَوْلَا ذَاكَ أُبْرِزَ قَبْرُهُ، غيرَ أنَّه خُشِيَ أنْ يُتَّخَذَ مَسْجِدًا,"“Nabi Shallallahu’alaihi Wasallam bersabda ketika sakit menjelang wafatnya: ""Allah melaknat Yahudi dan Nasrani yang menjadikan kuburan Nabi mereka sebagai tempat ibadah"". Aisyah berkata: ""Andai bukan karena sabda beliau ini, tentu akan aku nampakkan (dibuka untuk umum) kuburan beliau, namun beliau khawatir kuburnya dijadikan tempat ibadah""”",Aisyah,Muslim bin Hajjaj,Shahih Muslim,529,Shahih
458,قالَ رَسولُ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ في مَرَضِهِ الذي لَمْ يَقُمْ منه: لَعَنَ اللَّهُ اليَهُودَ والنَّصَارَى اتَّخَذُوا قُبُورَ أنْبِيَائِهِمْ مَسَاجِدَ، لَوْلَا ذلكَ أُبْرِزَ قَبْرُهُ غيرَ أنَّه خَشِيَ - أوْ خُشِيَ - أنَّ يُتَّخَذَ مَسْجِدًا,"“Nabi Shallallahu’alaihi Wasallam bersabda ketika sakit menjelang wafatnya: ""Allah melaknat Yahudi dan Nasrani yang menjadikan kuburan Nabi mereka sebagai tempat ibadah"". Aisyah berkata: ""Andai bukan karena sabda beliau ini, tentu akan aku nampakkan (dibuka untuk umum) kuburan beliau, namun beliau khawatir kuburnya dijadikan tempat ibadah""”",Aisyah,Al Bukhari,Shahih Al Bukhari,1390,Shahih
459,مَن أحبَّ للهِ ، وأبغَضَ للهِ ، وأَعْطَى للهِ ، ومنَعَ للهِ ، فقد استَكْمَلَ الإيمانَ,"“Siapa yang mencintai karena Allah, membenci karena Allah, memberi harta karena Allah, menahan harta karena Allah, maka telah sempurna imannya”",Abu Umamah Al Bahili,Muhammad Nashiruddin Al Albani,Shahih Abu Daud,4681,Shahih
460,من أحبَّ للهِ وأبغض للهِ وأعطَى للهِ ومنع للهِ فقد استكمل الإيمانَ,"“Siapa yang mencintai karena Allah, membenci karena Allah, memberi harta karena Allah, menahan harta karena Allah, maka telah sempurna imannya”",Abu Umamah Al Bahili,Muhammad Nashiruddin Al Albani,As Silsilah Al Ahadits Ash Shahihah,380,Shahih
461,ثلاثةٌ لا يَدخلُونَ الجنةَ: العاقُّ لِوالِدَيْهِ ، و الدَّيُّوثُ ، ورَجِلَةُ النِّساءِ,"“Tidak masuk surga orang yang durhaka terhadap orang tuanya, dayyuts (suami yang membiarkan keluarganya bermaksiat), dan wanita yang menyerupai laki-laki”",Abdullah bin Umar,Muhammad Nashiruddin Al Albani,Shahih Jami' Ash Shaghir,3063,Shahih
462,مَا مِنْ مُسْلِمٍ يَغْرِسُ غَرْسًا، أَوْ يَزْرَعُ زَرْعًا، فَيَأْكُلُ مِنْهُ طَيْرٌ أَوْ إِنْسَانٌ أَوْ بَهِيمَةٌ، إِلَّا كَانَ لَهُ بِهِ صَدَقَةٌ,"“Tidaklah seorang Muslim yang menanam tanaman atau bertani, lalu ia memakan hasilnya atau orang lain dan binatang ternak yang memakan hasilnya, kecuali semua itu dianggap sedekah baginya”",Anas bin Malik,Muslim bin Hajjaj,Shahih Muslim,1553,Shahih
463,مَا مِنْ مُسْلِمٍ يَغْرِسُ غَرْسًا، أَوْ يَزْرَعُ زَرْعًا، فَيَأْكُلُ مِنْهُ طَيْرٌ أَوْ إِنْسَانٌ أَوْ بَهِيمَةٌ، إِلَّا كَانَ لَهُ بِهِ صَدَقَةٌ,"“Tidaklah seorang Muslim yang menanam tanaman atau bertani, lalu ia memakan hasilnya atau orang lain dan binatang ternak yang memakan hasilnya, kecuali semua itu dianggap sedekah baginya”",Anas bin Malik,Al Bukhari,Shahih Al Bukhari,2320,Shahih
464,إذا أقيمتِ الصلاةُ وحضر العَشاءُ ، فابدءوا بالعَشاءِ,"“Jika shalat sudah didirikan dan hidangan makanan malam sudah hadir, maka dahulukanlah makan”",Aisyah,Al Bukhari,Shahih Al Bukhari,5465,Shahih
465,نَهَى رَسُولُ اللهِ صَلىَّ اللهُ عَلَيْهِ وَسَلَّمَ أَنْ يُجَصَّصَ الْقَبْرُ وَأَنْ يُقْعَدَ عَلَيْهِ وَأَنْ يُبْنَى عَلَيْهِ,"“Rasulullah Shallallahu’alaihi Wasallam melarang kuburan dikapur, diduduki, dan dibangun”",Jabir bin Abdillah,Muslim bin Hajjaj,Shahih Muslim,970,Shahih
466,إن كلَّ محدثٍ بدعةٌ وكلَّ بدعةٍ ضلالةٌ,“Setiap perkara baru dalam agama adalah bid'ah dan setiap bid'ah itu sesat”,[tidak ada],An Nawawi,Al Adzkar,198,Shahih
467,لقَدْ خَطَبَنَا النبيُّ صَلَّى اللهُ عليه وسلَّمَ خُطْبَةً، ما تَرَكَ فِيهَا شيئًا إلى قِيَامِ السَّاعَةِ إلَّا ذَكَرَهُ، عَلِمَهُ مَن عَلِمَهُ وجَهِلَهُ مَن جَهِلَهُ، إنْ كُنْتُ لَأَرَى الشَّيْءَ قدْ نَسِيتُ، فأعْرِفُ ما يَعْرِفُ الرَّجُلُ إذَا غَابَ عنْه فَرَآهُ فَعَرَفَهُ,"“Nabi Shallallahu'alaihi Wasallam pernah berkhutbah di depan kami. Sungguh tidak ada yang beliau tinggalkan (ilmunya) tentang semua perkara hingga hari Kiamat, kecuali pasti sudah beliau sampaikan. Namun ada orang yang tahu dan ada orang yang tidak tahu. Adapun saya (yaitu Hudzaifah) sungguh saya mendapati ada perkara yang saya lupa, namun saya ingat kembali seperti seseorang yang lupa pada temannya ketika tidak ada di sampingnya, namun ia ingat lagi ketika melihatnya.”",Hudzaifah Ibnul Yaman,Al Bukhari,Shahih Al Bukhari,6604,Shahih
468,ما أنْزَلَ اللَّهُ داءً إلَّا أنْزَلَ له شِفاءً,“Tidaklah Allah menurunkan penyakit kecuali pasti menurunkan juga obatnya”,Abu Hurairah,Al Bukhari,Shahih Al Bukhari,5678,Shahih
469,دِينارٌ أنْفَقْتَهُ في سَبيلِ اللهِ ودِينارٌ أنْفَقْتَهُ في رَقَبَةٍ، ودِينارٌ تَصَدَّقْتَ به علَى مِسْكِينٍ، ودِينارٌ أنْفَقْتَهُ علَى أهْلِكَ، أعْظَمُها أجْرًا الذي أنْفَقْتَهُ علَى أهْلِكَ,"“Dinar yang engkau infakkan untuk membebaskan budak, dinar yang engkau sedekahkan untuk orang miskin, dinar yang engkau infakkan untuk keluargamu, yang paling afdhal adalah yang engkau infakkan untuk keluargamu”",Abu Hurairah,Muslim bin Hajjaj,Shahih Muslim,995,Shahih
470,أربعةُ دنانيرَ : دينارٌ أعطيتَه مسكينًا ، دينارٌ أعطيتَه في رقبةٍ ، دينارٌ أنفقتَه في سبيلِ اللهِ ، و دينارٌ أنفقتَه على أهلِك ؛ أفضلُها الذي أنفقتَه على أهلِك,"“Empat jenis dinar: dinar yang engkau berikan kepada orang miskin, dinar yang engkau berikan untuk membebaskan budak, dinar yang engkau infakkan di jalan Allah, dan dinar yang engkau infakkan untuk keluargamu, yang paling afdhal adalah yang engkau infakkan untuk keluargamu”",Abu Hurairah,Muhammad Nashiruddin Al Albani,Shahih Al Adabul Mufrad,578,Shahih
